model,layer,head,delta_half_a,delta_half_b,delta_pooled,cos_self,cos_null,excess
EleutherAI/pythia-410m,6,8,0.0017552095301014425,0.0019100413602943789,0.0018326254451979107,0.30025401070537033,0.08229888209206801,0.21795512861330232
EleutherAI/pythia-410m,6,9,-6.731818703809012e-06,-0.005642161649816124,-0.0028244467342599666,0.2539481174991592,0.08711037725619979,0.1668377402429594
EleutherAI/pythia-410m,6,10,0.0027901144588695637,0.0035155801212090054,0.0031528472900392845,0.6898613034041465,0.16857629791119214,0.5212850054929544
EleutherAI/pythia-410m,6,11,0.0008616727941177516,-8.616727941168634e-05,0.0003877527573530326,0.18565391617963534,0.12675240496799348,0.05890151121164186
EleutherAI/pythia-410m,6,12,0.0020859662224266273,0.0061535554773670675,0.004119760849896847,0.6634810192657964,0.19393629162792206,0.46954472763787436
EleutherAI/pythia-410m,6,13,0.0025383444393383137,0.007917067583869564,0.005227706011603939,0.3983809987498336,0.14332945757013343,0.2550515411797002
EleutherAI/pythia-410m,6,14,-0.002354790182674371,-0.001667022705078125,-0.002010906443876248,0.2490019390052047,0.15163132322769646,0.09737061577750825
EleutherAI/pythia-410m,6,15,0.0004380170036766273,-0.0011574240291816196,-0.0003597035127524961,0.4414407466009824,0.22173779937710705,0.21970294722387537
EleutherAI/pythia-410m,7,0,0.01363597196691213,0.014960120705997504,0.014298046336454817,0.9839849004124784,0.27066680893236805,0.7133180914801104
EleutherAI/pythia-410m,7,1,-0.000457763671875,0.004147473503561816,0.001844854915843408,0.09038723112127804,0.1337223241315859,-0.04333509301030787
EleutherAI/pythia-410m,7,2,-0.008240194881663498,0.00565450331744044,-0.0012928457821115291,0.3615524563367354,0.1706636806628665,0.1908887756738689
EleutherAI/pythia-410m,7,3,-0.004803377039292123,-0.004216362448299371,-0.004509869743795747,0.4595976606406855,0.1356975933616156,0.32390006727906995
EleutherAI/pythia-410m,7,4,-0.0007795446059279953,0.006603240966796875,0.00291184818043444,0.26533189593866147,0.2527682628051856,0.01256363313347586
EleutherAI/pythia-410m,7,5,-0.00431599336511912,0.001514434814453125,-0.0014007792753329973,0.4428371501571345,0.13638167735710446,0.30645547280003005
EleutherAI/pythia-410m,7,6,-0.004041783949908062,0.001441057990579253,-0.0013003629796644045,0.4152940502158896,0.149715674858618,0.2655783753572716
EleutherAI/pythia-410m,7,7,0.0030970853917740016,0.0002012813792511281,0.0016491833855125648,0.014954986388088166,-0.0006079172464477351,0.0155629036345359
EleutherAI/pythia-410m,7,8,0.0005686142865353183,0.00417440077837794,0.0023715075324566293,0.28819585877294573,0.171311575066058,0.11688428370688775
EleutherAI/pythia-410m,7,9,0.006261488970588314,-0.004196391386144249,0.0010325487922220322,0.45703125846669684,0.2827587119553076,0.17427254651138924
EleutherAI/pythia-410m,7,10,-0.003834892721736871,0.0062451082117420675,0.0012051077450025982,0.33750856393568407,0.11205157074131895,0.22545699319436513
EleutherAI/pythia-410m,7,11,0.009806464700138129,0.01040626974666825,0.01010636722340319,0.46647089412120374,0.3573535633132361,0.10911733080796765
EleutherAI/pythia-410m,7,12,-0.0026438095990348742,-0.0027479283949904953,-0.002695868997012685,0.5625008680676503,0.1767239188533376,0.3857769492143127
EleutherAI/pythia-410m,7,13,0.0044636445886951925,-7.786470300974457e-05,0.002192889942842724,0.26331357300474295,0.11983007500783488,0.14348349799690807
EleutherAI/pythia-410m,7,14,0.0017273846794578773,0.00017614925608944176,0.0009517669677736595,0.2516304875131735,0.1210996726888293,0.1305308148243442
EleutherAI/pythia-410m,7,15,-0.0017677755916816196,3.208833582268866e-05,-0.0008678436279294655,0.33681805580836593,0.17505506123229378,0.16176299457607216
EleutherAI/pythia-410m,8,0,0.00046673943014718944,0.005903580609490255,0.0031851600198187224,0.485595043543603,0.2044558535099128,0.2811391900336902
EleutherAI/pythia-410m,8,1,0.004920061896829253,0.0106201171875,0.0077700895421646266,0.48682853170718693,0.15054743348197352,0.3362810982252134
EleutherAI/pythia-410m,8,2,0.0027008056640625,0.0054135042078358175,0.004057154935949159,0.43178985046289475,0.13312583017884344,0.2986640202840513
EleutherAI/pythia-410m,8,3,-0.007880266974953809,-0.0013672323787909946,-0.004623749676872402,0.458091887160962,0.1439849158508947,0.31410697131006726
EleutherAI/pythia-410m,8,4,-0.0017044964958636832,0.004016651826746376,0.0011560776654413463,0.2338600369232573,0.1383223161264068,0.0955377207968505
EleutherAI/pythia-410m,8,5,0.001708086799173003,0.001251220703125,0.0014796537511490016,0.7062178742297713,0.17592633396536553,0.5302915402644058
EleutherAI/pythia-410m,8,6,0.0055622774011951925,0.0008715461282169379,0.003216911764706065,0.19362999934854214,0.21394251508148568,-0.020312515732943542
EleutherAI/pythia-410m,8,7,0.0018198349896603183,0.004387799431296191,0.0031038172104782547,0.04385088483170521,0.06126943337969807,-0.01741854854799286
EleutherAI/pythia-410m,8,8,-0.0030064302332259984,0.0032126482795269418,0.00010310902315047166,0.39467323515152103,0.25850214479186706,0.13617109035965397
EleutherAI/pythia-410m,8,9,-0.0017641852883731879,0.005703645593980067,0.0019697301528034394,0.2809666103871025,0.2843545716509903,-0.0033879612638877954
EleutherAI/pythia-410m,8,10,0.021749159869025814,0.020877838134765625,0.02131349900189572,0.2938911934822106,0.23504312798183213,0.058848065500378466
EleutherAI/pythia-410m,8,11,-0.0019253001493564348,-0.0008796243106616863,-0.0014024622300090606,0.29948177938844284,0.22668551930573244,0.0727962600827104
EleutherAI/pythia-410m,8,12,-0.0017686731675090606,0.0013872034409470047,-0.00019073486328102796,0.39337589108665794,0.11474590585982307,0.27862998522683485
EleutherAI/pythia-410m,8,13,0.0006529864142925668,0.007520787856158062,0.0040868871352253144,0.3588476551134158,0.30934186035788885,0.049505794755526966
EleutherAI/pythia-410m,8,14,0.003298591164981879,0.008223589728860503,0.005761090446921191,0.3714150747852693,0.20895850223019816,0.16245657255507115
EleutherAI/pythia-410m,8,15,-0.0009074491613048075,-0.0022006315343516825,-0.001554040347828245,0.47600974978479205,0.30354270399228345,0.1724670457925086
EleutherAI/pythia-410m,9,0,-0.0027201035443473742,0.007436864516314312,0.002358380485983469,0.10826173184670285,0.07837737069850594,0.02988436114819691
EleutherAI/pythia-410m,9,1,0.0006965188419121304,0.006158716538373188,0.003427617690142659,0.4165207798221042,0.21469141129371916,0.20182936852838507
EleutherAI/pythia-410m,9,2,-0.00046673943014674535,0.006110247443704253,0.002821754006778754,0.38257172053645194,0.23501582048911515,0.1475559000473368
EleutherAI/pythia-410m,9,3,-0.0045475679285384984,-0.00525665283203125,-0.004902110380284874,0.4180723279794278,0.2011542490353899,0.2169180789440379
EleutherAI/pythia-410m,9,4,0.0034637451171875,0.004497528076171875,0.0039806365966796875,0.3306666653744109,0.21466822551598513,0.11599843985842578
EleutherAI/pythia-410m,9,5,0.010580623851103255,0.00989016364602513,0.010235393748564192,0.4552126124115549,0.10695289351041988,0.34825971890113505
EleutherAI/pythia-410m,9,6,0.0007059433880978183,-0.0008098377900962461,-5.1947200999213905e-05,0.20132902544007708,0.1221940459923909,0.07913497944768617
EleutherAI/pythia-410m,9,7,0.01079693962545969,0.009378096636603939,0.010087518131031814,0.5891912775239982,0.25149642633317043,0.3376948511908278
EleutherAI/pythia-410m,9,8,0.002828710219439312,0.005246330710018565,0.004037520464728939,0.3532558305610594,0.09683922498745963,0.2564166055735998
EleutherAI/pythia-410m,9,9,-0.004050310920266309,-0.0017507216509646817,-0.0029005162856154953,0.4204446186305705,0.13981656681008198,0.2806280518204885
EleutherAI/pythia-410m,9,10,-0.00045058306525724845,0.0033156451056988168,0.0014325310202207842,0.418244910066828,0.18174753711127672,0.2364973729555513
EleutherAI/pythia-410m,9,11,0.003631591796875,-0.004044252283432748,-0.00020633024327887384,0.30607028481638626,0.22300856346271553,0.08306172135367074
EleutherAI/pythia-410m,9,12,0.002942253561581065,-8.7738037109375e-05,0.001427257762235845,0.469384095226171,0.21785345860789357,0.25153063661827746
EleutherAI/pythia-410m,9,13,-0.0021622601677386832,-0.004299388212316124,-0.0032308241900274037,0.5142985282209471,0.22846800090339883,0.2858305273175483
EleutherAI/pythia-410m,9,14,0.0026613123276657547,-0.0010429831112128696,0.0008091646082264425,0.4730830859438497,0.26458231641612806,0.20850076952772162
EleutherAI/pythia-410m,9,15,0.004263933967141753,0.003692626953125,0.0039782804601333766,0.4085341104018345,0.25916013533464977,0.14937397506718475
EleutherAI/pythia-410m,10,0,-0.002843969008501812,0.0025675156537228183,-0.0001382266773894969,0.015713960689108665,0.036801458278235756,-0.02108749758912709
EleutherAI/pythia-410m,10,1,0.005941503188189312,0.005237803739660318,0.005589653463924815,0.4754073218834395,0.17421212899254818,0.3011951928908913
EleutherAI/pythia-410m,10,2,0.00024952607996331366,0.0065617280847889425,0.003405627082376128,0.4188297086064356,0.20959727298034825,0.20923243562608734
EleutherAI/pythia-410m,10,3,-0.00252532958984375,0.005950703340418251,0.0017126868752872504,0.14053344738046392,0.0768784131286214,0.06365503425184252
EleutherAI/pythia-410m,10,4,9.559182559781831e-05,0.0035499123965996304,0.0018227521110987244,0.1741281214018341,0.12306256255033698,0.051065558851497106
EleutherAI/pythia-410m,10,5,-0.0003873039694393121,0.006279889275046191,0.0029462926528034394,0.424034742209117,0.14963219271203476,0.27440254949708226
EleutherAI/pythia-410m,10,6,-0.0036109475528491863,0.0028091879451976887,-0.00040087980382574884,0.29919963799422405,0.2337981884820011,0.06540144951222296
EleutherAI/pythia-410m,10,7,0.0014836928423713758,0.010487949146944064,0.00598582099465772,0.5686646326797399,0.11343885878265843,0.45522577389708146
EleutherAI/pythia-410m,10,8,-0.0029988008386947484,0.006413403679343066,0.0017073014203241588,0.205452307058766,0.13777500153954972,0.06767730551921627
EleutherAI/pythia-410m,10,9,0.004499547621783062,0.005740894990808876,0.005120221306295969,-0.08101927264657525,-0.06534223248795377,-0.01567704015862148
EleutherAI/pythia-410m,10,10,0.004473517922794379,0.005271238439223502,0.004872378181008941,0.42526027214945744,0.30789616047348434,0.1173641116759731
EleutherAI/pythia-410m,10,11,-0.0016156364889705621,-0.0012640111586623703,-0.0014398238238164662,0.34114714758818865,0.1510511126349219,0.19009603495326674
EleutherAI/pythia-410m,10,12,0.00023920395795062888,-0.006168365478515625,-0.002964580760282498,0.39321056509548624,0.24152010404324725,0.151690461052239
EleutherAI/pythia-410m,10,13,-0.0029853372012866863,-0.0013306561638324332,-0.00215799668255956,0.25109698748492226,0.1128919306999134,0.13820505678500886
EleutherAI/pythia-410m,10,14,-9.379667394293634e-05,0.002553154440487315,0.0012296788832721894,0.47845871608822843,0.1663820129247109,0.31207670316351754
EleutherAI/pythia-410m,10,15,-0.000244140625,0.0011706632726333766,0.0004632613238166883,0.5398130836634131,0.21042204533793885,0.32939103832547423
EleutherAI/pythia-410m,11,0,-0.0021079568301929363,0.005492042092716254,0.0016920426312616588,0.33321566045733275,0.17084887918396127,0.16236678127337148
EleutherAI/pythia-410m,11,1,0.005444246179917567,0.008456286262063628,0.006950266220990597,0.10532208309622494,0.07041507002111136,0.03490701307511358
EleutherAI/pythia-410m,11,2,0.005389045266544379,0.006216610179228255,0.005802827722886317,0.047187440532742556,0.037096931544938205,0.01009050898780435
EleutherAI/pythia-410m,11,3,-0.0033623190487128696,-0.0006428886862361871,-0.0020026038674745283,0.5600455543521468,0.2917506197965667,0.26829493455558007
EleutherAI/pythia-410m,11,4,-0.0010456758386947484,-8.257697610281056e-05,-0.0005641264073987795,0.28516074923636,0.13075654176978949,0.1544042074665705
EleutherAI/pythia-410m,11,5,0.0016685934627758137,0.009222142836626812,0.005445368149701313,0.30304440784831355,0.2636167852394819,0.03942762260883165
EleutherAI/pythia-410m,11,6,-0.001970178940716938,-0.0009130590102248703,-0.0014416189754709041,0.1349879989296479,0.10889060075495337,0.026097398174694544
EleutherAI/pythia-410m,11,7,-0.0011179306927848742,0.0020751953125,0.0004786323098575629,0.46200790958108523,0.3047128166491692,0.15729509293191601
EleutherAI/pythia-410m,11,8,0.0031397202435665683,0.006725311279296875,0.004932515761431722,0.4824927759783809,0.17484414593849018,0.30764863003989074
EleutherAI/pythia-410m,11,9,0.008130690630744564,0.006976183723001128,0.007553437176872846,0.4847764486069148,0.23615840507857153,0.2486180435283433
EleutherAI/pythia-410m,11,10,0.0045933442957264425,0.0010351293227253144,0.0028142368092258785,0.3273163427891511,0.23744330664866412,0.089873036140487
EleutherAI/pythia-410m,11,11,0.0005820779239433804,-0.0023740880629592453,-0.0008960050695079325,0.2630811332542322,0.14527349583941718,0.11780763741481504
EleutherAI/pythia-410m,11,12,0.004750868853400814,0.0074400060317096894,0.0060954374425552516,0.34070728381777615,0.17452369532157602,0.16618358849620013
EleutherAI/pythia-410m,11,13,-0.0027385038488048075,0.0029146531048946933,8.807462804494293e-05,0.40981690693929074,0.15292819212188455,0.25688871481740616
EleutherAI/pythia-410m,11,14,-0.0007144703584556211,0.002122991225298687,0.000704260433421533,0.06154645085484928,0.04292000832652869,0.01862644252832059
EleutherAI/pythia-410m,11,15,0.0017789952895221894,0.0033726411707264425,0.002575818230124316,0.4020177135790528,0.26429461224663237,0.13772310133242044
EleutherAI/pythia-410m,12,0,-0.0005757948931521817,0.004834119011374316,0.002129162059111067,0.47985836139784677,0.16108079371124973,0.31877756768659704
EleutherAI/pythia-410m,12,1,0.0006902358111213758,-0.0023312288172103734,-0.0008204965030444988,0.3697155369333867,0.2889937394677601,0.08072179746562663
EleutherAI/pythia-410m,12,2,0.0027299768784470047,0.004940032958984375,0.00383500491871569,0.46292096533596805,0.1839822562992908,0.2789387090366773
EleutherAI/pythia-410m,12,3,-0.0016820571001834317,0.005295472986558192,0.00180670794318738,0.15424858887841542,0.1312124196056252,0.023036169272790202
EleutherAI/pythia-410m,12,4,0.005954069249770377,0.0032332925235527554,0.004593680886661566,0.5112774837716823,0.10586280313762382,0.40541468063405844
EleutherAI/pythia-410m,12,5,0.007199904497932064,0.0068983190199909394,0.0070491117589615016,0.5216005110486222,0.12462658724081793,0.3969739238078042
EleutherAI/pythia-410m,12,6,0.0050587373621326925,0.00148773193359375,0.0032732346478632213,0.17825272770673753,0.13045116014274846,0.04780156756398907
EleutherAI/pythia-410m,12,7,-0.0005968879250919379,0.004413829130285318,0.0019084706025966902,0.38035554873456395,0.20347777722737034,0.1768777715071936
EleutherAI/pythia-410m,12,8,0.0017673268037685652,0.001105364631204253,0.0014363457174864092,0.1925072725273207,0.09577954580768189,0.0967277267196388
EleutherAI/pythia-410m,12,9,0.007992463953355067,0.010928434484145377,0.009460449218750222,0.5654943563313682,0.28578072295926815,0.2797136333721001
EleutherAI/pythia-410m,12,10,-0.001746233771828809,-0.00482693840475612,-0.0032865860882924647,0.5904969863270755,0.24608161945924845,0.34441536686782703
EleutherAI/pythia-410m,12,11,0.0005008473115810652,-0.0008894976447608727,-0.00019432516658990373,0.4892172917383018,0.2509012491704313,0.23831604256787053
EleutherAI/pythia-410m,12,12,-0.003914776970358247,0.0008091646082264425,-0.0015528061810659022,0.6033465593038844,0.31785941994011657,0.2854871393637678
EleutherAI/pythia-410m,12,13,0.004990521599264941,0.0018023322610294379,0.0033964269301471894,0.4776470387291621,0.28549968494278866,0.19214735378637343
EleutherAI/pythia-410m,12,14,0.008087606991038943,0.0051435582778034394,0.006615582634421191,0.5216854687404494,0.21214232535906147,0.30954314338138794
EleutherAI/pythia-410m,12,15,0.001364764045266753,0.0062154882094440644,0.0037901261273554088,0.4337181625514282,0.2354721294388926,0.1982460331125356
EleutherAI/pythia-410m,13,0,0.009516547707950629,0.0038216534782860023,0.006669100593118316,0.5423438508550392,0.2143002669306514,0.3280435839243878
EleutherAI/pythia-410m,13,1,-0.0007948033949904953,0.006566889145795063,0.0028860428754022838,0.31904361030667117,0.1854165916530699,0.13362701865360127
EleutherAI/pythia-410m,13,2,0.005376927992876812,0.005170709946576313,0.0052738189697265625,0.3526113649571974,0.13845423355953995,0.21415713139765746
EleutherAI/pythia-410m,13,3,0.0005313648897060652,0.00740275663488088,0.003967060762293473,0.2687967712995487,0.24010334862625815,0.02869342267329056
EleutherAI/pythia-410m,13,4,-0.0050807279698985575,0.0013014849494488168,-0.0018896215102248703,0.23063019588537273,0.11968321052513886,0.11094698536023387
EleutherAI/pythia-410m,13,5,-0.002968732048483247,0.004183600930606879,0.000607434441061816,0.19570556377286089,0.16098418044044016,0.034721383332420724
EleutherAI/pythia-410m,13,6,0.00814953972311594,0.011110417983111187,0.009629978853113563,0.47718336569346903,0.29320710765478664,0.1839762580386824
EleutherAI/pythia-410m,13,7,0.00014181698069881676,0.005817413330078125,0.002979615155388471,0.7197270299586327,0.2000071478300404,0.5197198821285923
EleutherAI/pythia-410m,13,8,0.0017354628619026258,0.00041647518382381676,0.0010759690228632213,0.472641956139863,0.3046888898180769,0.16795306632178608
EleutherAI/pythia-410m,13,9,-0.0008966782513786242,0.006634431726792567,0.0028688767377069713,0.2692171795688418,0.19188789370101614,0.07732928586782564
EleutherAI/pythia-410m,13,10,0.0009617524988514425,0.0013162949505978183,0.0011390237247246304,0.4286242876055719,0.1899749692981791,0.2386493183073928
EleutherAI/pythia-410m,13,11,0.004513011259191568,0.0007645102108226887,0.0026387607350071285,0.4433264739672567,0.29516086004879,0.14816561391846672
EleutherAI/pythia-410m,13,12,0.0030701581169578773,0.0074310302734375,0.005250594195197689,0.5035885586882936,0.32090550369718873,0.18268305499110482
EleutherAI/pythia-410m,13,13,0.0026402192957264425,0.002213421989889941,0.0024268206428081918,0.37291361523312233,0.23643363010850915,0.13647998512461318
EleutherAI/pythia-410m,13,14,0.0018332986270683804,0.008330401252298003,0.005081849939683192,0.1463566401383415,0.13987878295143621,0.006477857186905273
EleutherAI/pythia-410m,13,15,-0.0035413854262404953,0.003733466653263129,9.604061351131676e-05,0.3166908848415408,0.18625764337418935,0.13043324146735144
EleutherAI/pythia-410m,14,0,0.0008199355181526258,0.00017098819508287733,0.0004954618566177516,0.20141212627909888,0.16020668949543987,0.04120543678365901
EleutherAI/pythia-410m,14,1,-0.0006090051987590606,0.006178463206572005,0.002784729003906472,0.6400035861014263,0.23639608799657807,0.4036074981048482
EleutherAI/pythia-410m,14,2,-0.0026231653550090606,-0.00010187485638768479,-0.0013625201056983727,0.3149413397670491,0.13566724242108782,0.17927409734596125
EleutherAI/pythia-410m,14,3,-0.004557441262637685,0.002654131721048003,-0.0009516547707948408,0.4822726157312315,0.26484124043956864,0.21743137529166284
EleutherAI/pythia-410m,14,4,-0.0032676247989429363,0.0038638395421646266,0.0002981073716108451,0.43724125274376807,0.22918261353664474,0.20805863920712334
EleutherAI/pythia-410m,14,5,-0.0025284711052386832,0.004286822150735503,0.0008791755227484099,0.28043108623373103,0.21630452494267494,0.0641265612910561
EleutherAI/pythia-410m,14,6,-0.0008194867302386832,0.005489573759191568,0.0023350435144764425,0.5942938654311108,0.19344009450009422,0.4008537709310166
EleutherAI/pythia-410m,14,7,0.009145848891314312,0.008524950812844878,0.008835399852079595,0.5468252059479388,0.32589917403553476,0.22092603191240406
EleutherAI/pythia-410m,14,8,-0.006009270163143121,0.0020832734949451925,-0.0019629983340989643,0.5651300090864779,0.40481248247997526,0.16031752660650267
EleutherAI/pythia-410m,14,9,-0.0017368092256431211,0.005544550278607563,0.0019038705264822209,0.3780379176883825,0.24303248206038616,0.13500543562799636
EleutherAI/pythia-410m,14,10,0.0010743982651657547,0.005458831787109375,0.003266615026137565,0.4513836399744785,0.22367820589987483,0.22770543407460367
EleutherAI/pythia-410m,14,11,0.00015213910271150155,-0.000895556281594434,-0.00037170858944146623,0.8178349004717435,0.1926046592773958,0.6252302411943477
EleutherAI/pythia-410m,14,12,0.0031962675206802516,0.004149044261259505,0.003672655890969878,0.4489112893684117,0.3026099191219746,0.14630137024643708
EleutherAI/pythia-410m,14,13,-0.0024876314051009984,0.006906397202435688,0.0022093828986673447,0.3785713452582488,0.21629191919203763,0.16227942606621118
EleutherAI/pythia-410m,14,14,-0.00020958395565218169,0.008741042193244564,0.004265729118796191,0.35240236294817984,0.23807303260508828,0.11432933034309156
EleutherAI/pythia-410m,14,15,-0.0018175910500919379,0.0035016676958870008,0.0008420383228975314,0.40166953783532605,0.3306184303832053,0.07105110745212073
EleutherAI/pythia-410m,15,0,-0.0028655108283546227,0.0009013905244716902,-0.0009820601519414662,0.32433598071927133,0.20092594161152655,0.12341003910774478
EleutherAI/pythia-410m,15,1,-0.007532007553998188,0.002521514892578125,-0.0025052463307100314,0.2660684314250704,0.15652769791338,0.10954073351169041
EleutherAI/pythia-410m,15,2,-0.00048289579503668634,0.0030474943273208766,0.001282299266142095,0.5470861491405798,0.327696569158748,0.21938957998183184
EleutherAI/pythia-410m,15,3,0.0038497027228863168,0.004541509291704937,0.004195606007295627,0.5286251081984709,0.24047672110289398,0.2881483870955769
EleutherAI/pythia-410m,15,4,-0.0018678552964153106,0.005764231962316568,0.0019481883329506289,0.22107069055826734,0.041852758528750006,0.17921793202951733
EleutherAI/pythia-410m,15,5,0.0011623606962318789,0.0004808762494259433,0.0008216184728289111,0.14886632705857353,0.11275161590693174,0.03611471115164179
EleutherAI/pythia-410m,15,6,-0.0025868135340072484,0.0012570549460018121,-0.0006648792940027182,0.27826560313584764,0.135252493142886,0.14301310999296163
EleutherAI/pythia-410m,15,7,-0.0028260174919574332,0.003607806037454253,0.00039089427274840993,0.4187242795590302,0.20062778583236163,0.21809649372666856
EleutherAI/pythia-410m,15,8,-0.00042186063878668634,0.003110773423138813,0.0013444563921760633,0.22902106791303437,0.20027326132987736,0.02874780658315701
EleutherAI/pythia-410m,15,9,-8.392333984375e-05,-0.00046853458180118324,-0.0002762289608224666,0.3993300483822408,0.153879203404104,0.2454508449781368
EleutherAI/pythia-410m,15,10,0.002344916848575629,0.0024972803452438797,0.0024210985969097543,0.33262521966452924,0.183468192697739,0.14915702696679023
EleutherAI/pythia-410m,15,11,0.0013988719267006289,0.007676966050091938,0.004537918988396283,0.5925654349493189,0.29924108292104445,0.29332435202827445
EleutherAI/pythia-410m,15,12,-0.0028717938591449332,0.004719902487362315,0.000924054314108691,0.743674563619904,0.3018386971983957,0.44183586642150835
EleutherAI/pythia-410m,15,13,0.002878974465763129,0.00892751357134669,0.0059032440185549095,0.5249525645805574,0.22464872305285888,0.3003038415276985
EleutherAI/pythia-410m,15,14,-0.004327213062959245,0.006651934455423003,0.0011623606962318789,0.44450550665998173,0.23173415790297702,0.2127713487570047
EleutherAI/pythia-410m,15,15,-0.001601275275735059,0.010344112620634505,0.004371418672449723,0.6271624652707966,0.3864173576114182,0.24074510765937834
EleutherAI/pythia-410m,16,0,-0.007320628446691124,0.0006368300494026258,-0.0033418991986442492,0.5852274883996412,0.2149399026180268,0.3702875857816144
EleutherAI/pythia-410m,16,1,-4.8917882582433236e-05,0.001982745002298003,0.0009669135598577849,0.355315891256558,0.2147681895166003,0.1405477017399577
EleutherAI/pythia-410m,16,2,0.003683202406939312,0.0019430272719440644,0.0028131148394416883,0.42942819407097965,0.11885298724874088,0.31057520682223877
EleutherAI/pythia-410m,16,3,-0.0005515603458179363,0.0032631369198070637,0.0013557882869945637,0.3052951326363715,0.1959494861051797,0.10934564653119178
EleutherAI/pythia-410m,16,4,0.0018512501436123152,0.005408118752872504,0.0036296844482424095,0.203139756658972,0.15635186220352662,0.04678789445544537
EleutherAI/pythia-410m,16,5,-0.0014392628389243711,0.004189435173483691,0.00137508616727966,0.3515241043001801,0.21342450108304883,0.13809960321713127
EleutherAI/pythia-410m,16,6,0.00023292092716031831,0.0017401751349956918,0.000986548031078005,0.23501983428330758,0.20894451320228852,0.026075321081019065
EleutherAI/pythia-410m,16,7,0.0012076882755058804,0.008239970487707193,0.004723829381606537,0.541630622827413,0.2844226649174138,0.25720795790999923
EleutherAI/pythia-410m,16,8,-0.002059038947610059,-0.001285552978515625,-0.001672295963062842,0.17630802000255255,0.1539315707763281,0.02237644922622445
EleutherAI/pythia-410m,16,9,-0.005456363453584245,0.002878974465763129,-0.0012886944939105582,0.4375731466358057,0.24069838728168758,0.19687475935411813
EleutherAI/pythia-410m,16,10,0.0017552095301014425,0.004988726447610503,0.003371967988855973,0.05263484657071305,0.10584806141901633,-0.05321321484830328
EleutherAI/pythia-410m,16,11,0.0026469511144302516,0.004909739774816568,0.00377834544462341,0.309287799104194,0.2188730697819277,0.09041472932226632
EleutherAI/pythia-410m,16,12,0.0014320822323070637,-0.00013418758616712267,0.0006489473230699705,0.42514605555791135,0.24121661042856749,0.18392944512934387
EleutherAI/pythia-410m,16,13,0.0021730310776657547,0.008458978989545063,0.005316005033605409,0.23592463824877488,0.18202439788168062,0.05390024036709426
EleutherAI/pythia-410m,16,14,-0.004290412454043935,0.0041126924402576925,-8.886000689312112e-05,0.2521334192460067,0.21927083410667556,0.03286258513933113
EleutherAI/pythia-410m,16,15,0.002566169289981879,0.013803369858685688,0.008184769574333783,0.46505272918853663,0.31897334718712084,0.1460793820014158
EleutherAI/pythia-410m,17,0,-0.010904648724724186,-0.00045439776252287345,-0.00567952324362353,0.6737553910385167,0.49248006295361374,0.18127532808490293
EleutherAI/pythia-410m,17,1,0.0010986328125,0.00785805197323075,0.004478342392865375,0.1453509473186934,0.18612865663896622,-0.040777709320272804
EleutherAI/pythia-410m,17,2,0.0009379667394302516,-0.0009781332576972446,-2.008325913349651e-05,0.4161563953971181,0.3090401760672162,0.1071162193299019
EleutherAI/pythia-410m,17,3,-0.003961899701286686,0.0025755938361675668,-0.0006931529325595598,0.3898035073327886,0.3164291027443447,0.07337440458844391
EleutherAI/pythia-410m,17,4,0.014115277458639941,0.01453624052159963,0.014325758990119786,0.7965226594736872,0.3495733838652818,0.44694927560840536
EleutherAI/pythia-410m,17,5,0.0006960700539981879,0.00474009794347463,0.002718083998736409,0.5008911432038988,0.18555044067923632,0.3153407025246625
EleutherAI/pythia-410m,17,6,0.00014002182904437888,-0.0016237146714153106,-0.0007418464211854658,0.2005175994150938,0.1681341478192317,0.03238345159586212
EleutherAI/pythia-410m,17,7,0.0026604147518383137,0.007549285888671875,0.005104850320255094,0.7294461336016345,0.42858794037978165,0.3008581932218528
EleutherAI/pythia-410m,17,8,-0.003930484547334245,-0.0036719827090991863,-0.003801233628216716,0.47489285378559115,0.2552577626052191,0.21963509118037206
EleutherAI/pythia-410m,17,9,-0.0005107206456798075,-0.0016156364889705621,-0.0010631785673251848,0.22747478057743317,0.18207900451749737,0.045395776059935805
EleutherAI/pythia-410m,17,10,-0.0030647726619941196,0.0014148038976333766,-0.0008249843821803715,0.1354431617787877,0.14722868028088534,-0.011785518502097636
EleutherAI/pythia-410m,17,11,-0.0024598065544574332,-0.0035927716423480582,-0.0030262890984027457,0.269514735109491,0.19774115032016226,0.07177358478932871
EleutherAI/pythia-410m,17,12,-0.005451875574448373,-0.0002677019904639977,-0.002859788782456185,0.477656246055761,0.16692583080315912,0.3107304152526019
EleutherAI/pythia-410m,17,13,-0.0006031709558822484,0.003412358901079937,0.0014045939725988443,0.40705553746547746,0.29426943480715256,0.1127861026583249
EleutherAI/pythia-410m,17,14,-0.0021178301642921227,-0.0007425196030559356,-0.0014301748836740291,0.45537953506052803,0.3016452415271452,0.1537342935333828
EleutherAI/pythia-410m,17,15,-0.0025823256548709317,-0.0005010717055373703,-0.001541698680204151,0.2586265656286386,0.22336052233890225,0.03526604328973637
EleutherAI/pythia-410m,18,0,-0.0006673476275271817,0.0034554425407860023,0.0013940474566294103,0.19494423832113608,0.18373236864696912,0.011211869674166958
EleutherAI/pythia-410m,18,1,-0.0016286513384646817,-0.002446118523092622,-0.002037384930778652,0.384625553887053,0.3198680860594476,0.06475746782760539
EleutherAI/pythia-410m,18,2,-0.002181109260110059,0.0010418611414295675,-0.0005696240593402457,0.2917145062934569,0.2395984858976251,0.0521160203958318
