arm,layer,tanh_alpha
random,4,0.005966361612081528
random,4,0.0074969143606722355
random,4,0.01203058660030365
random,4,0.016145166009664536
random,4,0.00874954741448164
random,4,0.00017444980039726943
random,4,-0.005570270586758852
random,4,-0.0013334945542737842
random,4,-0.00604864489287138
random,4,0.008600522764027119
random,4,-0.002137908712029457
random,4,-0.005772904492914677
random,4,-0.0033876134548336267
random,4,-0.006235778797417879
random,4,-0.004164553713053465
random,4,0.0006313921767286956
random,4,0.005301343277096748
random,4,-0.0013816301943734288
random,4,-0.006017322186380625
random,4,0.005982869770377874
random,4,0.0067998552694916725
random,4,0.006812877953052521
random,4,-0.0031510177068412304
random,4,-0.005212868098169565
random,4,0.0021867407485842705
random,4,-0.002154676942154765
random,4,0.0012297551147639751
random,4,0.00044909631833434105
random,4,-0.01318684034049511
random,4,0.0010624274145811796
random,5,-0.005731274839490652
random,5,0.0020148002076894045
random,5,0.001167135895229876
random,5,0.010009454563260078
random,5,-0.0018475212855264544
random,5,-0.0069677019491791725
random,5,-0.0024826328735798597
random,5,-0.0002749385603237897
random,5,-0.012484243139624596
random,5,-0.004859069362282753
random,5,-0.005853172391653061
random,5,-0.009498191066086292
random,5,-0.003108264645561576
